"DOY";"Taxa";"Station"
"18578";283;"Total";"BY15"
"18579";283;"Total";"BY15"
"18580";283;"Total";"BY15"
"18581";283;"Total";"BY15"
"18582";284;"Total";"BY15"
"18583";284;"Total";"BY15"
"18584";284;"Total";"BY15"
"18585";284;"Total";"BY15"
"18586";284;"Total";"BY15"
"18587";284;"Total";"BY15"
"18588";284;"Total";"BY15"
"18589";284;"Total";"BY15"
"18590";284;"Total";"BY15"
"18591";284;"Total";"BY15"
"18592";284;"Total";"BY15"
"18593";284;"Total";"BY15"
"18594";284;"Total";"BY15"
"18595";284;"Total";"BY15"
"18596";284;"Total";"BY15"
"18597";284;"Total";"BY15"
"18598";284;"Total";"BY15"
"18599";284;"Total";"BY15"
"18600";284;"Total";"BY15"
"18601";284;"Total";"BY15"
"18602";284;"Total";"BY15"
"18603";284;"Total";"BY15"
"18604";284;"Total";"BY15"
"18605";284;"Total";"BY15"
"18606";285;"Total";"BY15"
"18607";285;"Total";"BY15"
"18608";285;"Total";"BY15"
"18609";285;"Total";"BY15"
"18610";285;"Total";"BY15"
"18611";285;"Total";"BY15"
"18612";285;"Total";"BY15"
"18613";285;"Total";"BY15"
"18614";285;"Total";"BY15"
"18615";285;"Total";"BY15"
"18616";285;"Total";"BY15"
"18617";285;"Total";"BY15"
"18618";285;"Total";"BY15"
"18619";285;"Total";"BY15"
"18620";285;"Total";"BY15"
"18621";285;"Total";"BY15"
"18622";285;"Total";"BY15"
"18623";285;"Total";"BY15"
"18624";285;"Total";"BY15"
"18625";285;"Total";"BY15"
"18626";285;"Total";"BY15"
"18627";285;"Total";"BY15"
"18628";285;"Total";"BY15"
"18629";285;"Total";"BY15"
"18630";286;"Total";"BY15"
"18631";286;"Total";"BY15"
"18632";286;"Total";"BY15"
"18633";286;"Total";"BY15"
"18634";286;"Total";"BY15"
"18635";286;"Total";"BY15"
"18636";286;"Total";"BY15"
"18637";286;"Total";"BY15"
"18638";286;"Total";"BY15"
"18639";286;"Total";"BY15"
"18640";286;"Total";"BY15"
"18641";286;"Total";"BY15"
"18642";286;"Total";"BY15"
"18643";286;"Total";"BY15"
"18644";286;"Total";"BY15"
"18645";286;"Total";"BY15"
"18646";286;"Total";"BY15"
"18647";286;"Total";"BY15"
"18648";286;"Total";"BY15"
"18649";286;"Total";"BY15"
"18650";286;"Total";"BY15"
"18651";286;"Total";"BY15"
"18652";286;"Total";"BY15"
"18653";286;"Total";"BY15"
"18654";287;"Total";"BY15"
"18655";287;"Total";"BY15"
"18656";287;"Total";"BY15"
"18657";287;"Total";"BY15"
"18658";287;"Total";"BY15"
"18659";287;"Total";"BY15"
"18660";287;"Total";"BY15"
"18661";287;"Total";"BY15"
"18662";287;"Total";"BY15"
"18663";287;"Total";"BY15"
"18664";287;"Total";"BY15"
"18665";287;"Total";"BY15"
"18666";287;"Total";"BY15"
"18667";287;"Total";"BY15"
"18668";287;"Total";"BY15"
"18669";287;"Total";"BY15"
"18670";287;"Total";"BY15"
"18671";287;"Total";"BY15"
"18672";287;"Total";"BY15"
"18673";287;"Total";"BY15"
"18674";287;"Total";"BY15"
"18675";287;"Total";"BY15"
"18676";287;"Total";"BY15"
"18677";287;"Total";"BY15"
"18678";288;"Total";"BY15"
"18679";288;"Total";"BY15"
"18680";288;"Total";"BY15"
"18681";288;"Total";"BY15"
"18682";288;"Total";"BY15"
"18683";288;"Total";"BY15"
"18684";288;"Total";"BY15"
"18685";288;"Total";"BY15"
"18686";288;"Total";"BY15"
"18687";288;"Total";"BY15"
"18688";288;"Total";"BY15"
"18689";288;"Total";"BY15"
"18690";288;"Total";"BY15"
"18691";288;"Total";"BY15"
"18692";288;"Total";"BY15"
"18693";288;"Total";"BY15"
"18694";288;"Total";"BY15"
"18695";288;"Total";"BY15"
"18696";288;"Total";"BY15"
"18697";288;"Total";"BY15"
"18698";288;"Total";"BY15"
"18699";288;"Total";"BY15"
"18700";288;"Total";"BY15"
"18701";288;"Total";"BY15"
"18702";288;"Total";"BY15"
"18703";289;"Total";"BY15"
"18704";289;"Total";"BY15"
"18705";289;"Total";"BY15"
"18706";289;"Total";"BY15"
"18707";289;"Total";"BY15"
"18708";289;"Total";"BY15"
"18709";289;"Total";"BY15"
"18710";289;"Total";"BY15"
"18711";289;"Total";"BY15"
"18712";289;"Total";"BY15"
"18713";289;"Total";"BY15"
"18714";289;"Total";"BY15"
"18715";289;"Total";"BY15"
"18716";289;"Total";"BY15"
"18717";289;"Total";"BY15"
"18718";289;"Total";"BY15"
"18719";289;"Total";"BY15"
"18720";289;"Total";"BY15"
"18721";289;"Total";"BY15"
"18722";289;"Total";"BY15"
"18723";289;"Total";"BY15"
"18724";289;"Total";"BY15"
"18725";289;"Total";"BY15"
"18726";289;"Total";"BY15"
"18727";289;"Total";"BY15"
"18728";290;"Total";"BY15"
"18729";290;"Total";"BY15"
"18730";290;"Total";"BY15"
"18731";290;"Total";"BY15"
"18732";290;"Total";"BY15"
"18733";290;"Total";"BY15"
"18734";290;"Total";"BY15"
"18735";290;"Total";"BY15"
"18736";290;"Total";"BY15"
"18737";290;"Total";"BY15"
"18738";290;"Total";"BY15"
"18739";290;"Total";"BY15"
"18740";290;"Total";"BY15"
"18741";290;"Total";"BY15"
"18742";290;"Total";"BY15"
"18743";290;"Total";"BY15"
"18744";290;"Total";"BY15"
"18745";290;"Total";"BY15"
"18746";290;"Total";"BY15"
"18747";290;"Total";"BY15"
"18748";290;"Total";"BY15"
"18749";290;"Total";"BY15"
"18750";290;"Total";"BY15"
"18751";290;"Total";"BY15"
"18752";290;"Total";"BY15"
"18753";290;"Total";"BY15"
"18754";291;"Total";"BY15"
"18755";291;"Total";"BY15"
"18756";291;"Total";"BY15"
"18757";291;"Total";"BY15"
"18758";291;"Total";"BY15"
"18759";291;"Total";"BY15"
"18760";291;"Total";"BY15"
"18761";291;"Total";"BY15"
"18762";291;"Total";"BY15"
"18763";291;"Total";"BY15"
"18764";291;"Total";"BY15"
"18765";291;"Total";"BY15"
"18766";291;"Total";"BY15"
"18767";291;"Total";"BY15"
"18768";291;"Total";"BY15"
"18769";291;"Total";"BY15"
"18770";291;"Total";"BY15"
"18771";291;"Total";"BY15"
"18772";291;"Total";"BY15"
"18773";291;"Total";"BY15"
"18774";291;"Total";"BY15"
"18775";291;"Total";"BY15"
"18776";291;"Total";"BY15"
"18777";291;"Total";"BY15"
"18778";291;"Total";"BY15"
"18779";291;"Total";"BY15"
"18780";292;"Total";"BY15"
"18781";292;"Total";"BY15"
"18782";292;"Total";"BY15"
"18783";292;"Total";"BY15"
"18784";292;"Total";"BY15"
"18785";292;"Total";"BY15"
"18786";292;"Total";"BY15"
"18787";292;"Total";"BY15"
"18788";292;"Total";"BY15"
"18789";292;"Total";"BY15"
"18790";292;"Total";"BY15"
"18791";292;"Total";"BY15"
"18792";292;"Total";"BY15"
"18793";292;"Total";"BY15"
"18794";292;"Total";"BY15"
"18795";292;"Total";"BY15"
"18796";292;"Total";"BY15"
"18797";292;"Total";"BY15"
"18798";292;"Total";"BY15"
"18799";292;"Total";"BY15"
"18800";292;"Total";"BY15"
"18801";292;"Total";"BY15"
"18802";292;"Total";"BY15"
"18803";292;"Total";"BY15"
"18804";292;"Total";"BY15"
"18805";292;"Total";"BY15"
"18806";293;"Total";"BY15"
"18807";293;"Total";"BY15"
"18808";293;"Total";"BY15"
"18809";293;"Total";"BY15"
"18810";293;"Total";"BY15"
"18811";293;"Total";"BY15"
"18812";293;"Total";"BY15"
"18813";293;"Total";"BY15"
"18814";293;"Total";"BY15"
"18815";293;"Total";"BY15"
"18816";293;"Total";"BY15"
"18817";293;"Total";"BY15"
"18818";293;"Total";"BY15"
"18819";293;"Total";"BY15"
"18820";293;"Total";"BY15"
"18821";293;"Total";"BY15"
"18822";293;"Total";"BY15"
"18823";293;"Total";"BY15"
"18824";293;"Total";"BY15"
"18825";293;"Total";"BY15"
"18826";293;"Total";"BY15"
"18827";293;"Total";"BY15"
"18828";293;"Total";"BY15"
"18829";293;"Total";"BY15"
"18830";293;"Total";"BY15"
"18831";293;"Total";"BY15"
"18832";293;"Total";"BY15"
"18833";294;"Total";"BY15"
"18834";294;"Total";"BY15"
"18835";294;"Total";"BY15"
"18836";294;"Total";"BY15"
"18837";294;"Total";"BY15"
"18838";294;"Total";"BY15"
"18839";294;"Total";"BY15"
"18840";294;"Total";"BY15"
"18841";294;"Total";"BY15"
"18842";294;"Total";"BY15"
"18843";294;"Total";"BY15"
"18844";294;"Total";"BY15"
"18845";294;"Total";"BY15"
"18846";294;"Total";"BY15"
"18847";294;"Total";"BY15"
"18848";294;"Total";"BY15"
"18849";294;"Total";"BY15"
"18850";294;"Total";"BY15"
"18851";294;"Total";"BY15"
"18852";294;"Total";"BY15"
"18853";294;"Total";"BY15"
"18854";294;"Total";"BY15"
"18855";294;"Total";"BY15"
"18856";294;"Total";"BY15"
"18857";294;"Total";"BY15"
"18858";294;"Total";"BY15"
"18859";294;"Total";"BY15"
"18860";295;"Total";"BY15"
"18861";295;"Total";"BY15"
"18862";295;"Total";"BY15"
"18863";295;"Total";"BY15"
"18864";295;"Total";"BY15"
"18865";295;"Total";"BY15"
"18866";295;"Total";"BY15"
"18867";295;"Total";"BY15"
"18868";295;"Total";"BY15"
"18869";295;"Total";"BY15"
"18870";295;"Total";"BY15"
"18871";295;"Total";"BY15"
"18872";295;"Total";"BY15"
"18873";295;"Total";"BY15"
"18874";295;"Total";"BY15"
"18875";295;"Total";"BY15"
"18876";295;"Total";"BY15"
"18877";295;"Total";"BY15"
"18878";295;"Total";"BY15"
"18879";295;"Total";"BY15"
"18880";295;"Total";"BY15"
"18881";295;"Total";"BY15"
"18882";295;"Total";"BY15"
"18883";295;"Total";"BY15"
"18884";295;"Total";"BY15"
"18885";295;"Total";"BY15"
"18886";295;"Total";"BY15"
"18887";296;"Total";"BY15"
"18888";296;"Total";"BY15"
"18889";296;"Total";"BY15"
"18890";296;"Total";"BY15"
"18891";296;"Total";"BY15"
"18892";296;"Total";"BY15"
"18893";296;"Total";"BY15"
"18894";296;"Total";"BY15"
"18895";296;"Total";"BY15"
"18896";296;"Total";"BY15"
"18897";296;"Total";"BY15"
"18898";296;"Total";"BY15"
"18899";296;"Total";"BY15"
"18900";296;"Total";"BY15"
"18901";296;"Total";"BY15"
"18902";296;"Total";"BY15"
"18903";296;"Total";"BY15"
"18904";296;"Total";"BY15"
"18905";296;"Total";"BY15"
"18906";296;"Total";"BY15"
"18907";296;"Total";"BY15"
"18908";296;"Total";"BY15"
"18909";296;"Total";"BY15"
"18910";296;"Total";"BY15"
"18911";296;"Total";"BY15"
"18912";296;"Total";"BY15"
"18913";296;"Total";"BY15"
"18914";296;"Total";"BY15"
"18915";297;"Total";"BY15"
"18916";297;"Total";"BY15"
"18917";297;"Total";"BY15"
"18918";297;"Total";"BY15"
"18919";297;"Total";"BY15"
"18920";297;"Total";"BY15"
"18921";297;"Total";"BY15"
"18922";297;"Total";"BY15"
"18923";297;"Total";"BY15"
"18924";297;"Total";"BY15"
"18925";297;"Total";"BY15"
"18926";297;"Total";"BY15"
"18927";297;"Total";"BY15"
"18928";297;"Total";"BY15"
"18929";297;"Total";"BY15"
"18930";297;"Total";"BY15"
"18931";297;"Total";"BY15"
"18932";297;"Total";"BY15"
"18933";297;"Total";"BY15"
"18934";297;"Total";"BY15"
"18935";297;"Total";"BY15"
"18936";297;"Total";"BY15"
"18937";297;"Total";"BY15"
"18938";297;"Total";"BY15"
"18939";297;"Total";"BY15"
"18940";297;"Total";"BY15"
"18941";297;"Total";"BY15"
"18942";297;"Total";"BY15"
"18943";298;"Total";"BY15"
"18944";298;"Total";"BY15"
"18945";298;"Total";"BY15"
"18946";298;"Total";"BY15"
"18947";298;"Total";"BY15"
"18948";298;"Total";"BY15"
"18949";298;"Total";"BY15"
"18950";298;"Total";"BY15"
"18951";298;"Total";"BY15"
"18952";298;"Total";"BY15"
"18953";298;"Total";"BY15"
"18954";298;"Total";"BY15"
"18955";298;"Total";"BY15"
"18956";298;"Total";"BY15"
"18957";298;"Total";"BY15"
"18958";298;"Total";"BY15"
"18959";298;"Total";"BY15"
"18960";298;"Total";"BY15"
"18961";298;"Total";"BY15"
"18962";298;"Total";"BY15"
"18963";298;"Total";"BY15"
"18964";298;"Total";"BY15"
"18965";298;"Total";"BY15"
"18966";298;"Total";"BY15"
"18967";298;"Total";"BY15"
"18968";298;"Total";"BY15"
"18969";298;"Total";"BY15"
"18970";298;"Total";"BY15"
"18971";299;"Total";"BY15"
"18972";299;"Total";"BY15"
"18973";299;"Total";"BY15"
"18974";299;"Total";"BY15"
"18975";299;"Total";"BY15"
"18976";299;"Total";"BY15"
"18977";299;"Total";"BY15"
"18978";299;"Total";"BY15"
"18979";299;"Total";"BY15"
"18980";299;"Total";"BY15"
"18981";299;"Total";"BY15"
"18982";299;"Total";"BY15"
"18983";299;"Total";"BY15"
"18984";299;"Total";"BY15"
"18985";299;"Total";"BY15"
"18986";299;"Total";"BY15"
"18987";299;"Total";"BY15"
"18988";299;"Total";"BY15"
"18989";299;"Total";"BY15"
"18990";299;"Total";"BY15"
"18991";299;"Total";"BY15"
"18992";299;"Total";"BY15"
"18993";299;"Total";"BY15"
"18994";299;"Total";"BY15"
"18995";299;"Total";"BY15"
"18996";299;"Total";"BY15"
"18997";299;"Total";"BY15"
"18998";299;"Total";"BY15"
"18999";299;"Total";"BY15"
"19000";300;"Total";"BY15"
"19001";300;"Total";"BY15"
"19002";300;"Total";"BY15"
"19003";300;"Total";"BY15"
"19004";300;"Total";"BY15"
"19005";300;"Total";"BY15"
"19006";300;"Total";"BY15"
"19007";300;"Total";"BY15"
"19008";300;"Total";"BY15"
"19009";300;"Total";"BY15"
"19010";300;"Total";"BY15"
"19011";300;"Total";"BY15"
"19012";300;"Total";"BY15"
"19013";300;"Total";"BY15"
"19014";300;"Total";"BY15"
"19015";300;"Total";"BY15"
"19016";300;"Total";"BY15"
"19017";300;"Total";"BY15"
"19018";300;"Total";"BY15"
"19019";300;"Total";"BY15"
"19020";300;"Total";"BY15"
"19021";300;"Total";"BY15"
"19022";300;"Total";"BY15"
"19023";300;"Total";"BY15"
"19024";300;"Total";"BY15"
"19025";300;"Total";"BY15"
"19026";300;"Total";"BY15"
"19027";300;"Total";"BY15"
"19028";300;"Total";"BY15"
"19029";301;"Total";"BY15"
"19030";301;"Total";"BY15"
"19031";301;"Total";"BY15"
"19032";301;"Total";"BY15"
"19033";301;"Total";"BY15"
"19034";301;"Total";"BY15"
"19035";301;"Total";"BY15"
"19036";301;"Total";"BY15"
"19037";301;"Total";"BY15"
"19038";301;"Total";"BY15"
"19039";301;"Total";"BY15"
"19040";301;"Total";"BY15"
"19041";301;"Total";"BY15"
"19042";301;"Total";"BY15"
"19043";301;"Total";"BY15"
"19044";301;"Total";"BY15"
"19045";301;"Total";"BY15"
"19046";301;"Total";"BY15"
"19047";301;"Total";"BY15"
"19048";301;"Total";"BY15"
"19049";301;"Total";"BY15"
"19050";301;"Total";"BY15"
"19051";301;"Total";"BY15"
"19052";301;"Total";"BY15"
"19053";301;"Total";"BY15"
"19054";301;"Total";"BY15"
"19055";301;"Total";"BY15"
"19056";301;"Total";"BY15"
"19057";301;"Total";"BY15"
"19058";302;"Total";"BY15"
"19059";302;"Total";"BY15"
"19060";302;"Total";"BY15"
"19061";302;"Total";"BY15"
"19062";302;"Total";"BY15"
"19063";302;"Total";"BY15"
"19064";302;"Total";"BY15"
"19065";302;"Total";"BY15"
"19066";302;"Total";"BY15"
"19067";302;"Total";"BY15"
"19068";302;"Total";"BY15"
"19069";302;"Total";"BY15"
"19070";302;"Total";"BY15"
"19071";302;"Total";"BY15"
"19072";302;"Total";"BY15"
"19073";302;"Total";"BY15"
"19074";302;"Total";"BY15"
"19075";302;"Total";"BY15"
"19076";302;"Total";"BY15"
"19077";302;"Total";"BY15"
"19078";302;"Total";"BY15"
"19079";302;"Total";"BY15"
"19080";302;"Total";"BY15"
"19081";302;"Total";"BY15"
"19082";302;"Total";"BY15"
"19083";302;"Total";"BY15"
"19084";302;"Total";"BY15"
"19085";302;"Total";"BY15"
"19086";302;"Total";"BY15"
"19087";302;"Total";"BY15"
"19088";303;"Total";"BY15"
"19089";303;"Total";"BY15"
"19090";303;"Total";"BY15"
"19091";303;"Total";"BY15"
"19092";303;"Total";"BY15"
"19093";303;"Total";"BY15"
"19094";303;"Total";"BY15"
"19095";303;"Total";"BY15"
"19096";303;"Total";"BY15"
"19097";303;"Total";"BY15"
"19098";303;"Total";"BY15"
"19099";303;"Total";"BY15"
"19100";303;"Total";"BY15"
"19101";303;"Total";"BY15"
"19102";303;"Total";"BY15"
"19103";303;"Total";"BY15"
"19104";303;"Total";"BY15"
"19105";303;"Total";"BY15"
"19106";303;"Total";"BY15"
"19107";303;"Total";"BY15"
"19108";303;"Total";"BY15"
"19109";303;"Total";"BY15"
"19110";303;"Total";"BY15"
"19111";303;"Total";"BY15"
"19112";303;"Total";"BY15"
"19113";303;"Total";"BY15"
"19114";303;"Total";"BY15"
"19115";303;"Total";"BY15"
"19116";303;"Total";"BY15"
"19117";303;"Total";"BY15"
"19118";304;"Total";"BY15"
"19119";304;"Total";"BY15"
"19120";304;"Total";"BY15"
"19121";304;"Total";"BY15"
"19122";304;"Total";"BY15"
"19123";304;"Total";"BY15"
"19124";304;"Total";"BY15"
"19125";304;"Total";"BY15"
"19126";304;"Total";"BY15"
"19127";304;"Total";"BY15"
"19128";304;"Total";"BY15"
"19129";304;"Total";"BY15"
"19130";304;"Total";"BY15"
"19131";304;"Total";"BY15"
"19132";304;"Total";"BY15"
"19133";304;"Total";"BY15"
"19134";304;"Total";"BY15"
"19135";304;"Total";"BY15"
"19136";304;"Total";"BY15"
"19137";304;"Total";"BY15"
"19138";304;"Total";"BY15"
"19139";304;"Total";"BY15"
"19140";304;"Total";"BY15"
"19141";304;"Total";"BY15"
"19142";304;"Total";"BY15"
"19143";304;"Total";"BY15"
"19144";304;"Total";"BY15"
"19145";304;"Total";"BY15"
"19146";304;"Total";"BY15"
"19147";304;"Total";"BY15"
"19148";305;"Total";"BY15"
"19149";305;"Total";"BY15"
"19150";305;"Total";"BY15"
"19151";305;"Total";"BY15"
"19152";305;"Total";"BY15"
"19153";305;"Total";"BY15"
"19154";305;"Total";"BY15"
"19155";305;"Total";"BY15"
"19156";305;"Total";"BY15"
"19157";305;"Total";"BY15"
"19158";305;"Total";"BY15"
"19159";305;"Total";"BY15"
"19160";305;"Total";"BY15"
"19161";305;"Total";"BY15"
"19162";305;"Total";"BY15"
"19163";305;"Total";"BY15"
"19164";305;"Total";"BY15"
"19165";305;"Total";"BY15"
"19166";305;"Total";"BY15"
"19167";305;"Total";"BY15"
"19168";305;"Total";"BY15"
"19169";305;"Total";"BY15"
"19170";305;"Total";"BY15"
"19171";305;"Total";"BY15"
"19172";305;"Total";"BY15"
"19173";305;"Total";"BY15"
"19174";305;"Total";"BY15"
"19175";305;"Total";"BY15"
"19176";305;"Total";"BY15"
"19177";305;"Total";"BY15"
"19178";306;"Total";"BY15"
"19179";306;"Total";"BY15"
"19180";306;"Total";"BY15"
"19181";306;"Total";"BY15"
"19182";306;"Total";"BY15"
"19183";306;"Total";"BY15"
"19184";306;"Total";"BY15"
"19185";306;"Total";"BY15"
"19186";306;"Total";"BY15"
"19187";306;"Total";"BY15"
"19188";306;"Total";"BY15"
"19189";306;"Total";"BY15"
"19190";306;"Total";"BY15"
"19191";306;"Total";"BY15"
"19192";306;"Total";"BY15"
"19193";306;"Total";"BY15"
"19194";306;"Total";"BY15"
"19195";306;"Total";"BY15"
"19196";306;"Total";"BY15"
"19197";306;"Total";"BY15"
"19198";306;"Total";"BY15"
"19199";306;"Total";"BY15"
"19200";306;"Total";"BY15"
"19201";306;"Total";"BY15"
"19202";306;"Total";"BY15"
"19203";306;"Total";"BY15"
"19204";306;"Total";"BY15"
"19205";306;"Total";"BY15"
"19206";306;"Total";"BY15"
"19207";306;"Total";"BY15"
"19208";306;"Total";"BY15"
"19209";307;"Total";"BY15"
"19210";307;"Total";"BY15"
"19211";307;"Total";"BY15"
"19212";307;"Total";"BY15"
"19213";307;"Total";"BY15"
"19214";307;"Total";"BY15"
"19215";307;"Total";"BY15"
"19216";307;"Total";"BY15"
"19217";307;"Total";"BY15"
"19218";307;"Total";"BY15"
"19219";307;"Total";"BY15"
"19220";307;"Total";"BY15"
"19221";307;"Total";"BY15"
"19222";307;"Total";"BY15"
"19223";307;"Total";"BY15"
"19224";307;"Total";"BY15"
"19225";307;"Total";"BY15"
"19226";307;"Total";"BY15"
"19227";307;"Total";"BY15"
"19228";307;"Total";"BY15"
"19229";307;"Total";"BY15"
"19230";307;"Total";"BY15"
"19231";307;"Total";"BY15"
"19232";307;"Total";"BY15"
"19233";307;"Total";"BY15"
"19234";307;"Total";"BY15"
"19235";307;"Total";"BY15"
"19236";307;"Total";"BY15"
"19237";307;"Total";"BY15"
"19238";307;"Total";"BY15"
"19239";307;"Total";"BY15"
"19240";308;"Total";"BY15"
"19241";308;"Total";"BY15"
"19242";308;"Total";"BY15"
"19243";308;"Total";"BY15"
"19244";308;"Total";"BY15"
"19245";308;"Total";"BY15"
"19246";308;"Total";"BY15"
"19247";308;"Total";"BY15"
"19248";308;"Total";"BY15"
"19249";308;"Total";"BY15"
"19250";308;"Total";"BY15"
"19251";308;"Total";"BY15"
"19252";308;"Total";"BY15"
"19253";308;"Total";"BY15"
"19254";308;"Total";"BY15"
"19255";308;"Total";"BY15"
"19256";308;"Total";"BY15"
"19257";308;"Total";"BY15"
"19258";308;"Total";"BY15"
"19259";308;"Total";"BY15"
"19260";308;"Total";"BY15"
"19261";308;"Total";"BY15"
"19262";308;"Total";"BY15"
"19263";308;"Total";"BY15"
"19264";308;"Total";"BY15"
"19265";308;"Total";"BY15"
"19266";308;"Total";"BY15"
"19267";308;"Total";"BY15"
"19268";308;"Total";"BY15"
"19269";308;"Total";"BY15"
"19270";308;"Total";"BY15"
"19271";309;"Total";"BY15"
"19272";309;"Total";"BY15"
"19273";309;"Total";"BY15"
"19274";309;"Total";"BY15"
"19275";309;"Total";"BY15"
"19276";309;"Total";"BY15"
"19277";309;"Total";"BY15"
"19278";309;"Total";"BY15"
"19279";309;"Total";"BY15"
"19280";309;"Total";"BY15"
"19281";309;"Total";"BY15"
"19282";309;"Total";"BY15"
"19283";309;"Total";"BY15"
"19284";309;"Total";"BY15"
"19285";309;"Total";"BY15"
"19286";309;"Total";"BY15"
"19287";309;"Total";"BY15"
"19288";309;"Total";"BY15"
"19289";309;"Total";"BY15"
"19290";309;"Total";"BY15"
"19291";309;"Total";"BY15"
"19292";309;"Total";"BY15"
"19293";309;"Total";"BY15"
"19294";309;"Total";"BY15"
"19295";309;"Total";"BY15"
"19296";309;"Total";"BY15"
"19297";309;"Total";"BY15"
"19298";309;"Total";"BY15"
"19299";309;"Total";"BY15"
"19300";309;"Total";"BY15"
"19301";309;"Total";"BY15"
"19302";309;"Total";"BY15"
"19303";310;"Total";"BY15"
"19304";310;"Total";"BY15"
"19305";310;"Total";"BY15"
"19306";310;"Total";"BY15"
"19307";310;"Total";"BY15"
"19308";310;"Total";"BY15"
"19309";310;"Total";"BY15"
"19310";310;"Total";"BY15"
"19311";310;"Total";"BY15"
"19312";310;"Total";"BY15"
"19313";310;"Total";"BY15"
"19314";310;"Total";"BY15"
"19315";310;"Total";"BY15"
"19316";310;"Total";"BY15"
"19317";310;"Total";"BY15"
"19318";310;"Total";"BY15"
"19319";310;"Total";"BY15"
"19320";310;"Total";"BY15"
"19321";310;"Total";"BY15"
"19322";310;"Total";"BY15"
"19323";310;"Total";"BY15"
"19324";310;"Total";"BY15"
"19325";310;"Total";"BY15"
"19326";310;"Total";"BY15"
"19327";310;"Total";"BY15"
"19328";310;"Total";"BY15"
"19329";310;"Total";"BY15"
"19330";310;"Total";"BY15"
"19331";310;"Total";"BY15"
"19332";310;"Total";"BY15"
"19333";310;"Total";"BY15"
"19334";310;"Total";"BY15"
"19335";311;"Total";"BY15"
"19336";311;"Total";"BY15"
"19337";311;"Total";"BY15"
"19338";311;"Total";"BY15"
"19339";311;"Total";"BY15"
"19340";311;"Total";"BY15"
"19341";311;"Total";"BY15"
"19342";311;"Total";"BY15"
"19343";311;"Total";"BY15"
"19344";311;"Total";"BY15"
"19345";311;"Total";"BY15"
"19346";311;"Total";"BY15"
"19347";311;"Total";"BY15"
"19348";311;"Total";"BY15"
"19349";311;"Total";"BY15"
"19350";311;"Total";"BY15"
"19351";311;"Total";"BY15"
"19352";311;"Total";"BY15"
"19353";311;"Total";"BY15"
"19354";311;"Total";"BY15"
"19355";311;"Total";"BY15"
"19356";311;"Total";"BY15"
"19357";311;"Total";"BY15"
"19358";311;"Total";"BY15"
"19359";311;"Total";"BY15"
"19360";311;"Total";"BY15"
"19361";311;"Total";"BY15"
"19362";311;"Total";"BY15"
"19363";311;"Total";"BY15"
"19364";311;"Total";"BY15"
"19365";311;"Total";"BY15"
"19366";311;"Total";"BY15"
"19367";312;"Total";"BY15"
"19368";312;"Total";"BY15"
"19369";312;"Total";"BY15"
"19370";312;"Total";"BY15"
